Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect,Remaining_KM
Hatchback,8,196871,90,1414,44,20.5,12.69,31,35,Critical,Medium,9,No,25000-50000,25483.62072
Sedan,4,24901,88,2647,37,13.8,12.63,42,28,Moderate,Medium,3,No,50000-80000,61695.14272
Sedan,9,82278,91,684,35,13.3,12.35,42,32,Moderate,High,8,Yes,10000-25000,17177.82093
Sedan,10,7603,94,871,41,18.5,12.55,42,29,Good,High,1,No,50000-80000,62888.16163
Sedan,6,199692,99,1908,37,16.2,12.7,44,34,Moderate,High,4,No,25000-50000,46492.79402
Sedan,2,175338,98,877,44,14.3,12.68,29,31,Good,Medium,8,No,50000-80000,72849.79181
Sedan,5,202798,98,3172,38,16.4,12.36,30,29,Good,Low,2,No,80000+,102002.1226
Sedan,9,239639,95,2248,31,18.8,12.3,31,29,Moderate,High,5,No,10000-25000,18683.0812
Truck,4,121984,99,2134,25,8.3,12.19,42,28,Good,Medium,10,Yes,25000-50000,48979.70299
SUV,7,105996,96,2720,25,8,12.03,31,30,Good,High,10,No,25000-50000,28621.95905
Hatchback,7,164526,99,2638,45,14.5,12.74,34,34,Good,High,2,No,50000-80000,56149.23589
Sedan,7,235276,89,2631,37,15.6,12.33,41,30,Good,Medium,11,No,50000-80000,52136.28234
Truck,7,24514,111,659,34,4.4,12.19,39,35,Good,Medium,8,Yes,10000-25000,11221.69416
Hatchback,3,141989,95,3041,38,20.1,12.09,39,28,Good,Low,10,No,80000+,91625.29357
SUV,12,234816,97,2732,24,12.1,11.99,32,29,Worn,Low,2,No,80000+,88443.70338
Sedan,12,228396,88,932,40,14.6,12.79,40,35,Good,Low,10,No,80000+,85023.72479
Sedan,11,154330,101,1850,33,15.8,11.98,29,30,Good,Medium,7,Yes,25000-50000,27806.89014
Hatchback,9,143049,90,824,39,18.1,12.15,42,30,Good,High,4,No,50000-80000,62434.26346
SUV,2,24078,97,1825,33,8.6,12.16,29,31,Good,Low,6,No,80000+,88987.9722
SUV,2,135587,104,1482,35,12.7,12.73,31,31,Good,High,11,Yes,10000-25000,14884.99287
Truck,10,96010,99,3338,35,9.2,12.52,38,31,Good,Medium,5,No,25000-50000,43026.71187
SUV,6,204811,106,3321,33,12.8,11.9,32,32,Good,Low,8,No,50000-80000,74304.47907
Sedan,3,61460,91,2762,29,15,12.54,28,36,Good,Medium,5,No,50000-80000,52927.65534
Sedan,1,21321,89,2682,31,17.2,12.16,37,33,Good,Low,7,No,80000+,84084.90186
SUV,11,50080,96,630,37,9,12.33,31,30,Worn,Medium,2,No,80000+,95983.63686
Hatchback,10,160129,93,3308,36,20.2,11.86,28,29,Good,High,4,No,50000-80000,72457.29834
Hatchback,2,37343,84,3122,37,18,12.59,32,31,Worn,Medium,5,No,50000-80000,76829.55867
Truck,3,203500,102,1731,18,7.7,12.6,39,32,Good,Low,3,Yes,10000-25000,10631.96264
SUV,11,133340,108,945,42,12,12.74,39,33,Good,High,11,Yes,3000-10000,7954.485756
Hatchback,10,198898,86,1022,34,15.8,12.61,26,30,Critical,Low,10,No,25000-50000,39562.48782
Hatchback,3,203082,89,1148,43,20.7,12.76,43,31,Moderate,Low,9,No,80000+,97712.81686
Hatchback,2,113997,86,1361,39,19.8,12.72,33,31,Moderate,High,6,No,25000-50000,41032.08123
Hatchback,8,183303,92,710,39,18.7,11.91,31,30,Moderate,Low,11,Yes,25000-50000,46859.9459
Sedan,11,21758,95,2148,35,12.6,12.71,42,29,Good,Low,4,No,50000-80000,67049.5903
Hatchback,3,238553,92,3078,42,14.6,11.77,44,34,Critical,High,1,Yes,10000-25000,10316.57367
Hatchback,7,103593,98,1752,42,18.2,12.64,44,28,Good,Low,4,No,80000+,87079.11796
Truck,11,217849,94,3280,24,7,12.28,29,30,Moderate,High,5,Yes,10000-25000,14007.23472
Truck,5,52087,94,3353,35,4.9,12.32,32,36,Moderate,Low,6,Yes,25000-50000,37524.39181
SUV,4,104224,97,2109,22,9.8,12.68,25,29,Worn,Low,10,Yes,50000-80000,72965.22343
Hatchback,10,162938,89,2686,36,16.2,12.68,36,31,Critical,Low,11,Yes,10000-25000,17943.95238
Hatchback,12,166418,91,1072,35,20.6,12.11,25,36,Good,Low,11,No,50000-80000,69488.31975
Sedan,7,138279,97,3284,31,14.1,12.57,29,35,Moderate,Low,3,No,50000-80000,78458.97361
Sedan,9,120062,90,2834,36,12.4,12.7,38,36,Good,Medium,3,No,80000+,96854.39331
Hatchback,11,109070,100,1889,44,13.8,12.44,36,28,Good,Low,3,No,80000+,85025.15057
Sedan,10,238911,94,2068,32,14.7,12.21,40,28,Worn,High,6,No,25000-50000,41977.38541
Truck,9,165515,103,2115,36,10.5,12.79,26,30,Moderate,Low,10,No,50000-80000,53938.11282
Sedan,3,123341,97,1509,28,15.4,12.39,32,30,Moderate,Low,3,Yes,25000-50000,33624.84517
Hatchback,2,44596,97,1729,46,16.8,11.86,29,34,Moderate,Low,8,No,50000-80000,59150.69625
Truck,1,208317,97,2966,22,5.1,11.95,28,30,Worn,Low,6,No,25000-50000,47176.56435
SUV,4,9569,101,850,33,12.4,11.92,35,33,Critical,High,11,Yes,0-3000,252.4583402
Hatchback,5,115609,84,3453,39,21.6,12.57,36,33,Good,Low,6,No,80000+,90959.83355
Truck,12,32758,116,1501,17,9.4,12.37,44,29,Critical,Medium,3,No,0-3000,947.0444935
SUV,2,71468,95,2851,30,10,12.09,43,33,Good,Low,6,No,80000+,84494.40648
SUV,12,72499,104,2070,36,12.9,12.22,34,30,Moderate,Low,6,No,80000+,102179.6464
SUV,3,22664,97,1362,30,11.7,11.98,27,36,Good,High,1,No,50000-80000,55240.78753
Hatchback,11,224578,83,1242,47,15.3,12.16,43,28,Worn,Low,2,No,80000+,93728.16404
Truck,11,84700,96,1045,18,4.8,11.93,37,29,Moderate,High,8,Yes,0-3000,2278.66793
SUV,10,204333,94,3354,35,7.7,12.71,42,31,Moderate,High,6,Yes,25000-50000,26866.64729
Sedan,11,210861,97,1696,25,16.7,11.79,30,28,Good,Low,10,Yes,50000-80000,56178.69915
Sedan,2,135006,93,3379,32,15.8,12.65,35,30,Good,High,7,No,25000-50000,30527.1277
Hatchback,2,91853,91,3450,33,14.3,12.7,29,31,Good,High,1,No,50000-80000,64191.81535
Truck,6,18251,99,2637,23,8,12.67,27,34,Good,High,8,No,10000-25000,12597.30818
Sedan,11,236410,98,1578,32,18.5,11.79,38,28,Critical,Low,4,No,25000-50000,28689.02603
Sedan,9,246592,90,2821,33,13,12.75,30,36,Good,Medium,9,No,50000-80000,65445.59106
Sedan,9,22040,91,665,31,15.2,11.92,39,31,Good,High,4,No,25000-50000,47523.35311
SUV,7,98480,94,2329,37,10.3,12.45,45,29,Moderate,Medium,2,No,80000+,101945.7167
Sedan,1,139806,100,1147,34,13.5,12.13,41,30,Worn,High,9,No,10000-25000,16775.00918
Truck,10,129257,104,3068,22,7.5,12.37,35,33,Worn,Low,3,No,25000-50000,41733.69365
Sedan,8,14510,100,916,35,15.9,12.38,38,36,Moderate,High,12,No,3000-10000,9095.545862
Hatchback,11,7996,87,3427,43,15.5,12.23,43,32,Good,Low,10,No,80000+,94102.12593
Truck,8,30618,110,1581,18,7.8,11.9,34,28,Good,Medium,5,No,3000-10000,3804.974406
Truck,9,98096,111,1537,33,4.7,11.82,39,28,Moderate,Low,11,No,3000-10000,6827.883407
SUV,12,213228,106,787,30,9.8,11.95,36,30,Good,Medium,11,Yes,10000-25000,24994.04385
Sedan,2,241459,89,3422,34,17.7,12.76,40,36,Good,Low,11,No,50000-80000,65221.85616
SUV,9,212021,100,734,31,12.1,12.59,32,29,Good,Low,5,No,80000+,90444.8796
Hatchback,5,30671,93,2226,32,16.9,12.32,43,34,Good,Medium,5,Yes,50000-80000,51854.85491
Hatchback,11,98833,86,2645,32,20.4,12.74,35,29,Worn,Medium,5,No,50000-80000,60504.08682
Truck,11,136783,113,2726,24,5.4,12.7,29,30,Good,Low,9,No,25000-50000,40290.93977
Truck,7,81672,104,1114,18,7,12.67,31,35,Good,Medium,3,No,10000-25000,14359.85181
Sedan,5,51008,93,792,40,16.6,11.76,38,32,Moderate,Medium,4,Yes,50000-80000,70280.71652
Sedan,3,100937,95,716,35,16.2,11.83,41,29,Good,High,11,Yes,3000-10000,8870.70424
Hatchback,10,192965,93,2286,40,18.2,11.96,25,31,Moderate,Low,2,No,80000+,89273.50984
Truck,7,57581,112,1701,22,10.6,11.71,28,34,Good,High,8,Yes,3000-10000,3474.97083
Truck,11,119349,117,2607,18,11.1,11.94,31,35,Good,Medium,7,No,3000-10000,9987.974505
Hatchback,9,29971,99,2130,34,21.2,12.39,43,29,Critical,Low,10,No,25000-50000,34423.4916
SUV,5,201015,95,831,29,11.8,11.73,29,36,Good,Medium,3,No,50000-80000,76239.29946
Truck,3,58415,110,1760,24,4.4,12.47,27,33,Moderate,Low,6,No,10000-25000,20473.34845
Hatchback,2,120471,89,3363,46,13.4,11.77,45,35,Good,High,5,Yes,25000-50000,38770.98163
SUV,2,37852,102,803,39,14.6,11.79,37,36,Good,Low,6,No,80000+,87444.02908
Truck,5,167585,100,3007,24,9.3,12.68,32,35,Moderate,High,11,No,3000-10000,4914.8363
SUV,3,209222,91,2177,34,13.5,12.59,25,31,Good,High,2,No,50000-80000,77240.65203
Truck,2,52905,100,1518,19,5.1,12.16,26,35,Good,Low,7,Yes,10000-25000,18794.55
SUV,11,72925,103,889,33,9.3,12.14,31,32,Good,Medium,5,No,50000-80000,53979.98446
Sedan,1,154423,87,780,27,14,12.32,32,34,Moderate,Medium,5,No,50000-80000,78207.94854
Truck,11,170840,110,1383,23,10.8,12.61,27,33,Good,High,10,No,3000-10000,4931.218668
SUV,7,207689,92,3050,32,12,12.38,43,30,Good,Low,1,No,80000+,87605.66488
Sedan,6,170779,82,2589,34,17.1,11.73,40,36,Moderate,High,6,No,25000-50000,40552.25177
Truck,9,54467,97,2602,34,7.1,12.03,25,29,Worn,Medium,8,No,25000-50000,32547.18057
SUV,11,166337,92,1952,36,9.4,12.57,37,33,Good,Low,8,No,80000+,84587.51569
Hatchback,5,140543,95,943,39,15.5,12.45,31,30,Worn,High,7,No,25000-50000,31538.70962
Hatchback,9,123843,94,1438,43,17.2,12.3,41,29,Moderate,Low,12,Yes,25000-50000,28815.25147
Truck,10,17624,110,2475,29,4.4,12.49,27,32,Good,Medium,11,Yes,3000-10000,8103.338098
SUV,9,149754,102,3368,27,14.6,12.49,37,35,Good,High,3,No,25000-50000,31110.56988
Hatchback,4,219870,98,3130,28,16.4,12.61,41,33,Worn,Low,8,No,50000-80000,58802.41744
Sedan,4,22394,98,2086,27,15.2,12,45,30,Good,High,2,Yes,25000-50000,48540.34687
SUV,2,173005,102,2954,41,12.5,11.99,29,30,Moderate,Low,12,No,50000-80000,53789.45342
Hatchback,10,233266,88,1294,42,20.9,12.27,26,28,Good,High,5,Yes,25000-50000,33678.69524
SUV,4,212817,90,2462,36,10.8,12.39,33,33,Good,High,1,No,80000+,100874.3075
SUV,7,229523,103,1012,25,7.9,12.31,37,33,Critical,Low,12,No,10000-25000,21688.5349
Truck,7,24948,108,2480,22,10.5,12.72,40,33,Good,Low,6,No,25000-50000,28919.45452
Truck,3,15899,110,2054,30,11.3,11.86,36,33,Moderate,Low,4,No,10000-25000,13388.15384
Truck,12,150021,102,1921,23,9.8,11.93,26,32,Moderate,Low,9,No,25000-50000,48624.12204
SUV,6,44566,102,2171,35,8.6,12.22,32,34,Good,Low,11,Yes,25000-50000,41637.89259
SUV,11,172853,104,2052,31,14.2,11.9,35,29,Worn,Medium,7,No,50000-80000,55481.29636
SUV,12,232847,100,1189,34,10.7,12.65,27,28,Good,Low,1,No,80000+,91970.33955
Truck,12,62949,116,1610,25,10.9,12.65,39,35,Worn,Low,5,Yes,10000-25000,15936.38848
SUV,11,118536,92,2961,39,9.5,12.65,38,32,Worn,Low,11,No,50000-80000,63179.97059
Hatchback,9,90848,92,1733,39,21.4,12.16,44,33,Good,Low,11,No,50000-80000,66508.61389
SUV,8,10481,100,1091,43,12.9,11.73,32,29,Good,Low,4,No,80000+,92390.62065
SUV,12,133701,100,2334,24,14,12.63,33,36,Moderate,High,5,No,25000-50000,42840.96195
Sedan,10,112417,86,603,35,18.4,12.73,45,30,Good,High,9,No,25000-50000,49702.4698
Hatchback,2,242685,89,614,30,14.5,12.66,28,28,Worn,High,5,No,25000-50000,45799.35343
Truck,8,177050,105,632,22,5.7,12.38,32,36,Good,Low,3,No,50000-80000,66813.34194
SUV,9,54843,103,2360,33,14.4,11.75,39,29,Moderate,Low,3,No,50000-80000,52268.04126
Hatchback,3,45032,95,1056,41,17.7,12.78,38,28,Good,High,3,No,25000-50000,26820.95117
SUV,9,208699,96,721,34,11.8,11.76,43,30,Critical,Medium,1,No,25000-50000,31634.06826
SUV,10,120862,95,786,26,8.9,12.16,31,34,Worn,High,4,No,25000-50000,47628.54979
Sedan,12,84188,94,3170,26,14,12.3,32,36,Worn,High,5,No,25000-50000,39643.57502
SUV,4,42315,95,1965,27,9.4,11.91,36,31,Good,Low,9,No,80000+,89698.98582
SUV,11,90312,95,1326,27,8.8,12.05,42,30,Moderate,Medium,12,No,25000-50000,29857.46768
Sedan,7,61773,98,3429,40,14.6,12.78,32,34,Moderate,Medium,6,No,50000-80000,63624.57605
Sedan,1,137944,83,2511,39,13.7,12.39,39,34,Good,Low,6,Yes,80000+,98550.90521
Sedan,9,81362,94,1900,41,17.5,12.4,37,34,Good,Low,7,No,80000+,94354.3525
SUV,4,121555,107,3298,25,7.4,12.33,44,30,Good,Medium,9,Yes,25000-50000,44784.75211
Sedan,2,159990,91,2574,28,15.1,11.92,33,33,Good,Low,4,No,80000+,84124.87519
Hatchback,7,25781,90,1109,37,19.3,12.61,38,36,Moderate,Medium,8,Yes,50000-80000,60343.56322
Sedan,5,166651,92,2916,35,12.9,12.03,38,32,Good,Low,7,No,80000+,88245.5906
Truck,8,235154,115,2862,22,8.1,12.37,26,32,Good,Low,4,No,25000-50000,43583.75176
Sedan,1,47970,97,2201,34,15.7,12.18,35,30,Good,High,3,Yes,10000-25000,20476.79018
SUV,6,103047,103,2303,32,11.3,12.68,35,31,Critical,Low,2,No,50000-80000,56678.73666
Hatchback,10,219974,86,2089,40,15.4,12.38,35,30,Good,Medium,3,Yes,50000-80000,76314.17294
Sedan,12,145496,98,2263,37,17.1,11.88,39,29,Good,Medium,1,Yes,50000-80000,59106.41489
SUV,5,85529,97,3262,33,12.1,12.61,35,33,Good,Medium,11,No,25000-50000,42032.6089
Truck,6,138236,112,2336,30,7.9,12.15,42,34,Critical,Low,10,No,3000-10000,5513.368184
Hatchback,9,247906,95,1891,33,17.8,12.32,43,35,Worn,Medium,8,No,25000-50000,37711.58703
Hatchback,5,159884,87,1588,33,18.5,12.39,44,30,Good,Medium,1,Yes,50000-80000,67935.81838
Hatchback,5,128094,96,2092,46,21.1,11.98,32,35,Good,Low,10,No,80000+,89268.76498
Truck,2,188385,95,3234,26,7.8,12.49,36,33,Good,Low,8,No,50000-80000,65643.33463
SUV,7,42120,99,809,32,13.4,12.41,40,31,Good,Medium,8,Yes,50000-80000,75100.23276
Truck,3,7403,100,629,19,3.7,12.55,25,34,Critical,Low,9,Yes,3000-10000,9072.607593
Sedan,10,171513,100,1183,40,13.1,12.55,35,34,Good,Medium,6,Yes,50000-80000,63035.76898
Truck,10,147235,104,980,30,4.4,11.85,36,36,Worn,Low,9,Yes,25000-50000,26140.48847
Sedan,5,176925,97,2936,43,15,12.74,25,31,Good,Low,2,Yes,80000+,92164.79926
Sedan,10,232752,84,1211,34,13.1,12.39,29,34,Worn,Medium,9,Yes,25000-50000,40533.59964
Hatchback,6,96824,93,2575,42,18,11.93,27,33,Good,Low,9,No,80000+,90289.52462
Truck,2,196671,111,3389,31,3.1,12.24,28,29,Good,Low,7,No,25000-50000,28263.07916
SUV,6,145672,106,1462,41,11.2,12.46,39,36,Critical,Low,8,No,25000-50000,49508.83974
Truck,3,83207,102,2600,30,9.4,12.43,33,35,Good,Medium,2,No,50000-80000,53843.89469
SUV,1,94925,94,952,31,15,11.91,37,34,Good,Low,11,No,50000-80000,69417.30519
Truck,4,217052,105,733,31,8.8,12.38,45,29,Good,Medium,10,No,25000-50000,43356.16174
SUV,7,110677,95,3058,35,7.5,12.13,36,30,Worn,Low,6,No,50000-80000,69193.37938
Sedan,2,145603,93,3184,38,19.3,12.1,39,33,Worn,Low,8,No,80000+,87284.93911
Sedan,1,238289,92,1129,32,15.1,12.26,42,32,Worn,Low,11,No,25000-50000,38170.79943
Truck,4,237336,108,2445,26,8.5,11.7,44,34,Good,Low,8,No,25000-50000,38148.87734
Sedan,8,23159,86,3105,38,13.4,12.51,29,33,Critical,Low,5,No,50000-80000,51076.51115
Hatchback,4,241005,101,2915,44,14.7,12.02,30,30,Good,Low,2,No,80000+,88162.49102
SUV,8,163856,91,2614,30,9.2,11.85,29,29,Worn,Low,11,No,50000-80000,60024.07815
SUV,8,48350,99,1668,32,9.7,11.79,34,34,Good,Low,3,No,80000+,88387.78658
Truck,7,102475,104,3047,25,7.5,12,29,31,Moderate,Low,11,No,10000-25000,17007.5529
Hatchback,1,68736,90,2573,41,20.2,11.87,39,31,Good,High,6,Yes,25000-50000,44244.74322
Hatchback,3,87651,96,3113,40,17.6,12.45,29,28,Good,High,10,No,25000-50000,32020.99444
SUV,8,174360,101,1788,35,11.9,12.76,43,30,Good,Low,6,Yes,50000-80000,77459.33853
Sedan,12,159883,95,1586,44,14.4,11.71,32,28,Good,Low,11,No,50000-80000,54449.48574
Hatchback,1,92173,92,2520,37,19.4,12.13,30,36,Good,Medium,5,No,80000+,101501.1394
SUV,1,119657,101,1820,25,14.4,12.37,37,29,Moderate,Medium,1,No,50000-80000,50024.33028
SUV,6,66392,106,1531,39,9.1,12.5,39,31,Good,Medium,11,No,25000-50000,48439.20969
Sedan,6,161408,90,1698,33,13.2,12.07,43,29,Good,Low,6,No,80000+,93747.37262
Sedan,2,27020,91,3299,32,15.1,12.21,27,32,Good,Medium,5,No,50000-80000,72779.22365
Truck,5,41544,96,778,23,5.6,12.39,25,35,Critical,Medium,1,No,10000-25000,15859.40045
Sedan,8,168755,88,1794,33,18.5,12.1,29,30,Good,Medium,3,No,50000-80000,69025.73033
Sedan,7,75433,87,875,39,15.3,11.86,40,36,Good,Low,1,No,80000+,99483.72211
Sedan,1,225412,94,2665,32,15.7,12.38,43,36,Good,Low,7,No,80000+,86571.39007
Hatchback,4,177329,86,1027,30,19.6,12.6,39,28,Good,Low,12,No,50000-80000,55969.35672
Sedan,4,111406,98,675,29,16.6,12.08,28,35,Good,High,4,No,25000-50000,45984.88499
Truck,6,57574,102,751,35,6.9,12.5,35,35,Moderate,Medium,9,No,25000-50000,48253.05042
Sedan,10,15188,91,1776,45,15.9,12.09,30,34,Worn,Low,12,Yes,25000-50000,28787.82849
Sedan,1,124376,99,2439,35,16.4,11.74,25,29,Worn,Low,4,No,50000-80000,59919.37597
Truck,11,106174,102,1711,32,4.3,12.43,44,35,Critical,Medium,6,No,10000-25000,17489.59879
Hatchback,6,206705,88,2870,44,17.7,11.91,29,35,Critical,High,7,No,10000-25000,18171.79945
Hatchback,4,211873,93,2800,38,16,12.69,44,28,Critical,Low,3,No,50000-80000,68588.32771
Sedan,6,219550,93,3498,37,13.8,12.62,30,30,Good,Medium,11,No,50000-80000,50432.89531
Hatchback,8,226961,90,2945,45,16.8,11.88,44,30,Good,Low,11,No,50000-80000,51899.74284
Truck,10,228144,98,3035,29,3.2,12.35,31,36,Good,Low,1,No,50000-80000,57612.18935
Hatchback,7,47766,90,993,37,18.1,12.1,33,31,Good,Medium,9,No,80000+,98010.75318
Truck,3,75832,95,1443,20,7.2,11.73,39,30,Critical,Medium,10,Yes,0-3000,1163.113226
Sedan,5,189273,93,2490,33,13.7,12.54,37,29,Worn,Medium,9,No,50000-80000,61106.55302
Hatchback,5,5710,95,1613,33,20.2,12.61,42,36,Good,Low,8,No,50000-80000,62958.87193
Hatchback,1,119688,97,3227,35,18.5,12.3,37,36,Critical,Low,5,No,25000-50000,34291.32996
SUV,12,110657,101,1691,31,12.4,12.33,44,36,Good,Medium,3,No,50000-80000,70166.11186
Truck,8,238832,104,3179,32,6.4,12.28,31,34,Critical,Medium,6,No,10000-25000,10752.67199
SUV,6,224235,99,1682,25,9.6,11.72,39,31,Good,Medium,9,No,50000-80000,75932.26469
SUV,2,88723,92,1484,24,11.6,12.43,32,32,Good,Low,1,Yes,80000+,94080.21955
Truck,12,98966,110,2272,34,5.4,12.3,30,32,Moderate,Medium,5,No,10000-25000,17111.91162
Sedan,9,247031,90,3196,31,16.7,12.5,39,28,Good,Medium,6,No,50000-80000,54655.84116
Hatchback,10,38482,94,1953,39,15.3,11.94,29,28,Good,Low,8,No,80000+,102871.3496
Sedan,6,134506,85,3049,37,15.3,12.18,42,35,Critical,Low,10,Yes,25000-50000,45639.97523
Hatchback,5,140628,88,3001,37,21,12.35,39,28,Good,Medium,3,Yes,50000-80000,61499.79035
SUV,11,137286,98,2071,39,12,12.58,32,30,Moderate,Low,10,No,80000+,93751.45495
Sedan,7,137820,96,1240,33,14.6,12.45,28,28,Good,High,12,No,10000-25000,16081.70094
Hatchback,12,181604,96,2190,32,17.2,12.34,42,34,Moderate,Medium,3,No,25000-50000,30951.71953
Hatchback,12,153323,84,776,40,18.2,12.1,34,32,Worn,Low,7,Yes,50000-80000,70053.86468
Sedan,7,219943,95,889,37,13.2,12.62,31,35,Good,Low,3,No,80000+,98005.58968
SUV,1,243284,92,2842,31,7.6,12.17,43,28,Good,Low,2,Yes,80000+,86328.29383
SUV,11,46989,94,2236,31,9.7,12.64,25,28,Good,Low,10,No,80000+,95195.73358
Truck,4,228567,97,644,30,9.2,12.11,26,30,Good,Medium,8,No,25000-50000,36145.11939
SUV,2,69187,94,1089,29,9.2,12.31,38,31,Good,Medium,10,No,80000+,99309.32373
SUV,3,22945,102,1616,25,10.6,11.92,45,32,Moderate,Low,7,No,50000-80000,66720.2113
SUV,9,168377,107,2051,39,14,12.58,30,33,Moderate,High,10,No,10000-25000,17829.1193
Truck,11,70273,108,956,28,9.4,12.57,36,32,Good,Low,7,No,25000-50000,45529.81341
Truck,5,109345,106,2530,22,5.6,12.06,29,29,Critical,Low,5,No,3000-10000,9639.334771
Hatchback,8,236227,97,3287,41,17.8,12.41,32,34,Moderate,High,7,No,25000-50000,33374.94791
Truck,4,203207,108,2003,26,8,12.35,36,30,Critical,Low,11,No,0-3000,2557.469144
Sedan,10,188765,100,2841,40,14.8,12.06,43,35,Good,Medium,10,No,50000-80000,74514.6141
Hatchback,6,225521,93,2482,44,16.9,11.87,44,35,Worn,Medium,3,Yes,50000-80000,64685.15911
Hatchback,1,148047,94,2371,36,17.2,12.68,35,29,Good,High,9,No,50000-80000,73640.80163
SUV,1,132673,94,1583,42,10.7,12.15,33,31,Critical,Medium,11,No,25000-50000,44582.50092
SUV,6,37394,99,2936,37,14.2,12.75,29,32,Moderate,Low,12,No,50000-80000,53498.08061
Sedan,6,220666,93,1838,39,15.6,11.91,26,36,Good,Low,11,No,50000-80000,60375.06725
Sedan,9,89274,97,2609,34,13.2,11.73,42,34,Good,Medium,6,No,50000-80000,75126.72001
SUV,5,152192,92,1682,33,11.6,12.35,40,31,Good,High,4,No,50000-80000,72399.51173
SUV,11,246156,106,1003,30,9.3,12.22,37,35,Good,Low,12,No,25000-50000,39171.53943
Truck,6,41681,102,1476,26,6.2,12.37,30,33,Moderate,Medium,3,Yes,10000-25000,12409.5465
Hatchback,8,99899,87,1712,28,14.8,12.36,34,32,Moderate,Low,12,No,25000-50000,40476.03867
Truck,2,6231,103,1872,23,4.5,12.6,39,30,Moderate,Low,10,No,25000-50000,45066.83948
Hatchback,4,179261,99,1550,38,17.5,11.86,25,28,Worn,High,11,No,10000-25000,22458.4245
Truck,3,176081,98,2107,24,7,12.36,25,29,Good,High,6,No,10000-25000,18363.50013
Hatchback,8,184224,93,725,29,14.8,12.66,30,36,Moderate,Low,10,No,50000-80000,60122.903
Hatchback,5,61002,88,975,31,21.4,12.3,28,32,Moderate,High,8,No,25000-50000,45154.72228
Hatchback,12,73983,98,2511,42,20.5,12.08,33,30,Moderate,High,6,No,25000-50000,31869.83205
Hatchback,3,121547,94,2226,42,15.5,11.73,30,30,Good,Medium,11,Yes,25000-50000,48995.62307
Truck,6,236597,106,2873,32,8.2,12.46,25,35,Good,High,6,No,3000-10000,7740.122435
SUV,2,164386,100,3280,31,9.5,12.02,44,32,Worn,Medium,11,No,25000-50000,26437.46252
Sedan,11,163673,88,784,28,16.1,11.84,35,36,Worn,Low,10,Yes,50000-80000,71240.98504
SUV,7,94946,96,1467,38,8.4,11.83,28,32,Moderate,Medium,8,No,50000-80000,56556.22108
SUV,1,242576,98,1633,34,9.2,12.48,38,34,Moderate,Medium,5,No,50000-80000,54281.46762
Hatchback,3,9031,95,1905,45,17.1,12.71,31,29,Good,Low,1,No,80000+,89420.06883
Hatchback,11,36789,95,1130,44,15.7,11.79,25,29,Good,High,12,No,10000-25000,15894.75921
SUV,1,104719,92,930,37,7.7,12.78,42,36,Good,Medium,7,No,80000+,103949.5626
Sedan,7,137242,102,2349,33,12.3,12.7,29,36,Good,High,12,Yes,3000-10000,8490.048712
Truck,4,40468,99,919,24,7.9,12.28,42,34,Moderate,Low,8,Yes,25000-50000,44833.73023
Hatchback,1,213348,94,1019,39,19.1,12.29,28,33,Good,High,6,Yes,25000-50000,43967.55818
SUV,10,147557,102,1943,36,7.9,12.56,28,36,Good,High,5,No,50000-80000,72842.42351
Hatchback,10,218738,99,1044,47,15.1,12.2,27,35,Good,High,12,No,10000-25000,16896.37342
SUV,7,124912,99,1751,36,10.7,12.22,34,29,Good,Medium,7,No,80000+,84238.83327
Truck,4,9489,111,1962,33,5.2,12.61,44,28,Good,Low,9,No,25000-50000,44031.5477
Hatchback,8,242375,90,2738,43,14.3,12.73,31,33,Moderate,Medium,12,No,25000-50000,45894.75984
Hatchback,12,26770,90,3107,45,19.9,11.79,26,32,Moderate,Medium,1,No,80000+,94768.38077
Truck,7,160386,116,1157,24,9.2,12.11,45,34,Moderate,Low,12,No,3000-10000,7056.826658
Truck,3,133714,109,3401,27,5.7,12.77,34,33,Moderate,Low,7,No,10000-25000,14461.68753
SUV,9,43021,97,1920,23,10.6,12.59,30,30,Worn,Low,3,No,50000-80000,50228.59467
Truck,5,97059,109,1176,24,6,12.27,39,34,Worn,High,5,No,3000-10000,5129.917247
Truck,4,165347,113,2749,33,9.4,12.59,41,36,Moderate,Low,10,Yes,10000-25000,17947.19914
Sedan,10,209079,91,1897,31,16.9,11.99,35,32,Moderate,High,10,No,25000-50000,37019.43651
SUV,1,194402,105,1256,37,12,11.82,33,32,Good,High,3,No,50000-80000,66331.56265
SUV,9,48000,104,2747,32,10.4,11.98,44,29,Good,Low,8,No,80000+,103911.6469
Hatchback,5,196886,95,807,47,19.5,12.28,36,28,Moderate,Low,9,No,50000-80000,64555.3172
SUV,8,49612,98,3433,32,8.2,12.47,37,32,Good,Low,9,No,80000+,85124.15867
SUV,10,133104,101,3057,32,9.6,12.27,32,29,Good,Medium,7,No,50000-80000,70387.24067
Sedan,9,57080,97,1571,40,15.2,12.04,31,32,Good,Low,2,No,80000+,89489.31545
